participantlabel,r3score
612d3e13048ec2b299126be6,16
61329bcf0acf6721508f7ed1,10
61381d5a9e64a57c2094498d,16
6138e9d4aa1428328bee7cf3,2
6138f7e0ad42e592ca5f2024,4
6142013d4dd8ae5ca2b4329b,12
6143af8721d1445864c4f6c8,11
6143e022ec8dfbce17b7e211,12
61446a1ecda939d3c22d9787,16
614b48c503acbabe9a1f2769,8
614c3ad2075d2710db4dc03e,10
614df174218d02dcb98b96a7,9
614e0468bbbac16be38fa13f,13
614ff24d1d1982c8442aad56,13
6150792b260ce6cdd47941c9,6
61517957a9ccf240eb5e5231,20
615dd5ed4fd5b2c64eee7e99,18
615ec4f34cb81d7e58fa144c,9
61646e7ec3accfb9d8334ad5,8
61664028d0451f1bf8b9b031,14
6166c2849af8d8e1858e3b14,16
61764e1beb549c53760eaab7,19
61bb36eb40db417c1a13895a,28
61bb389740db417c1a138cad,16
62029a55ef1cb18a1337c61a,17
622a11c552b2b35bab72a39c,8
622b9908a530683a9c67740b,8
6234afc11b0f28d2f618991c,16
6234b3775193f8e94ee8c626,9
6235d96c087939dba5586d97,15
6267a4624333d6f655d22fa9,11
6278270bfb2439bf3abf192d,8
62799c326b24bdc32fd8d4b0,10
628f827eeb876ed2617881e7,18
62926f5a375553f13d68bc92,9
6294ea804cdf1298eefa87ac,4
62989737409d018c733483c1,13
629dd4199343d7710fcdb39c,15
629e3ebd335abaaefd1111db,23
629e5d789a6c92c8fbf8df95,10
629f2a9c3effb1dc81c49116,21
629f2dccc6e91be06559e2f1,16
62a0f99814d73df8032871a9,16
62a2548381f399e5f4f52746,9
62a33f629f9fe91f831c2afc,0
62a74daa695f792361470dd1,12
62a74fec726aac54b9e43d75,10
62ab399e15b98baaf3099d60,18
62b1e6851cd75aeb7e03e00e,24
62b33c9875d3ea1a7812f232,2
62b43d3e4927e5aa132d760f,12
62b5da77688feb883eba275d,16
62b83b38b58d74dd0efa46c5,25
62c08fa6cab36e3a08790b49,8
62c4223a1f32b720c8f30148,24
62ce9e5c0d6c8df3051e01ea,17
62d488043c7590e53ee7683f,11
62dcc5dc8fcf471ec987e7cf,11
62e0251cc2818b23981bfa87,6
62e3f7b224ec70641fd86b7b,24
62e4fb6ad37e7941bc6dda4f,16
62e94b3be07988f8f0f814ca,22
62ed040473cc253bdb75b3bf,12
62ed295992e96666a65cedc1,10
62f4904296e62ae6c19127d4,10
62fb7a556d690575998ccb79,14
62fccb9647eb07d62e9b6baa,8
62fce9a6d7fa7bc8559d6ce1,16
63003bb4d6f83995fb271ba3,16
6303804fd94877a252e0d82f,16
63052f20afc39e87110eb83e,14
6308dca0fefa374b1d697aba,20
630b7edba049cf405f50aa89,9
631623dc8a64a7f2d743deac,5
631745d0e4433095276973e4,17
6318e2c61780455450fe4199,6
631a7e87e82e9f1c74a68d7e,14
631f6e0b69d34cd131d923f8,4
63222311994c6e4c35bb2a55,9
632b3639f61612815d100608,10
632b9d9bc38454f47019295c,16
63337737be6252ad76e5f983,16
63457ca6ea7e55d2491ec3fc,13
63468b4dc2726a47dac86511,25
